ano,id_proposicao,id_votacao,orientacao,tipo_lideranca,partido_bloco,casa
NA,NA,2261121-99,Não,P,PCdoB,camara
NA,NA,2261121-90,Sim,P,PSDB,camara
NA,NA,2261121-90,Liberado,P,PODE,camara
NA,NA,2261121-90,Não,P,PCdoB,camara
NA,NA,2261121-90,Liberado,P,PV,camara
NA,NA,2261121-90,Sim,P,MDB,camara
NA,NA,2261121-90,Não,P,REDE,camara
NA,NA,2261121-90,Não,B,Minoria,camara
NA,NA,2261121-90,Sim,P,NOVO,camara
NA,NA,2261121-90,Não,P,PDT,camara
NA,NA,2261121-90,Não,B,Oposição,camara
NA,NA,2261121-90,Não,P,PSB,camara
NA,NA,2261121-90,Sim,P,PP,camara
NA,NA,2261121-90,Sim,NA,REPUBLICANOS,camara
NA,NA,2261121-90,Sim,NA,Governo,camara
NA,NA,2261121-90,Sim,P,PSD,camara
NA,NA,2261121-90,Não,P,PT,camara
NA,NA,2261121-90,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2261121-90,Sim,P,PTB,camara
NA,NA,2261121-90,Sim,P,CIDADANIA,camara
NA,NA,2261121-90,Sim,P,PSL,camara
NA,NA,2261121-90,Não,P,DEM,camara
NA,NA,2261121-90,Sim,P,PL,camara
NA,NA,2261121-90,Não,P,PSOL,camara
NA,NA,2261121-88,Sim,P,CIDADANIA,camara
NA,NA,2261121-88,Não,P,REDE,camara
NA,NA,2261121-88,Não,P,PSOL,camara
NA,NA,2261121-88,Sim,P,PP,camara
NA,NA,2261121-88,Sim,P,PSD,camara
NA,NA,2261121-88,Sim,P,DEM,camara
NA,NA,2261121-88,Não,P,PT,camara
NA,NA,2261121-88,Sim,P,PSL,camara
NA,NA,2261121-88,Não,B,Minoria,camara
NA,NA,2261121-88,Não,P,PSB,camara
NA,NA,2261121-88,Não,B,Oposição,camara
NA,NA,2261121-88,Não,P,PCdoB,camara
NA,NA,2261121-88,Sim,P,PL,camara
NA,NA,2261121-88,Liberado,P,PV,camara
NA,NA,2261121-88,Sim,P,MDB,camara
NA,NA,2261121-88,Sim,NA,Governo,camara
NA,NA,2261121-88,Sim,P,PSDB,camara
NA,NA,2261121-88,Liberado,P,PODE,camara
NA,NA,2261121-88,Sim,NA,REPUBLICANOS,camara
NA,NA,2261121-88,Sim,P,NOVO,camara
NA,NA,2261121-88,Não,P,PDT,camara
NA,NA,2261121-88,Sim,P,PTB,camara
NA,NA,2261121-88,Sim,P,AVANTE,camara
NA,NA,2261121-82,Sim,P,PSL,camara
NA,NA,2261121-82,Não,P,PDT,camara
NA,NA,2261121-82,Liberado,NA,REPUBLICANOS,camara
NA,NA,2261121-82,Não,B,Oposição,camara
NA,NA,2261121-82,Não,P,DEM,camara
NA,NA,2261121-82,Sim,P,NOVO,camara
NA,NA,2261121-82,Sim,P,PL,camara
NA,NA,2261121-82,Sim,NA,Governo,camara
NA,NA,2261121-82,Liberado,P,PODE,camara
NA,NA,2261121-82,Sim,P,PSDB,camara
NA,NA,2261121-82,Sim,P,PP,camara
NA,NA,2261121-82,Não,P,REDE,camara
NA,NA,2261121-82,Sim,P,CIDADANIA,camara
NA,NA,2261121-82,Não,P,PSB,camara
NA,NA,2261121-82,Não,P,PSOL,camara
NA,NA,2261121-82,Não,P,PT,camara
NA,NA,2261121-82,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2261121-82,Não,P,PCdoB,camara
NA,NA,2261121-82,Sim,P,PSD,camara
NA,NA,2261121-82,Sim,P,PTB,camara
NA,NA,2261121-82,Sim,P,MDB,camara
NA,NA,2261121-82,Sim,P,AVANTE,camara
NA,NA,2265505-41,Sim,P,CIDADANIA,camara
NA,NA,2265505-41,Sim,P,PATRIOTA,camara
NA,NA,2265505-41,Sim,NA,Governo,camara
NA,NA,2265505-41,Sim,P,NOVO,camara
NA,NA,2265505-41,Sim,P,PSD,camara
NA,NA,2265505-41,Sim,P,PROS,camara
NA,NA,2265505-41,Sim,P,REDE,camara
NA,NA,2265505-41,Sim,P,PSL,camara
NA,NA,2265505-41,Sim,P,PDT,camara
NA,NA,2265505-41,Sim,P,PSB,camara
NA,NA,2265505-41,Sim,B,Maioria,camara
NA,NA,2265505-41,Liberado,B,Minoria,camara
NA,NA,2265505-41,Sim,P,PSDB,camara
NA,NA,2265505-41,Sim,P,PT,camara
NA,NA,2265505-41,Sim,P,DEM,camara
NA,NA,2265505-41,Sim,NA,REPUBLICANOS,camara
NA,NA,2265505-41,Sim,B,Oposição,camara
NA,NA,2265505-41,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2265505-41,Sim,P,PV,camara
NA,NA,2265505-41,Sim,P,PTB,camara
NA,NA,2265505-41,Não,P,PSOL,camara
NA,NA,2265505-41,Sim,P,PL,camara
NA,NA,2265505-41,Sim,P,MDB,camara
NA,NA,2265505-41,Sim,P,PSC,camara
NA,NA,2265505-41,Sim,P,PCdoB,camara
NA,NA,2265505-41,Sim,P,AVANTE,camara
NA,NA,2265505-41,Sim,P,PP,camara
NA,NA,2265505-41,Sim,P,PODE,camara
NA,NA,2265505-38,Não,P,CIDADANIA,camara
NA,NA,2265505-38,Não,P,PTB,camara
NA,NA,2265505-38,Não,P,PODE,camara
NA,NA,2265505-38,Não,NA,REPUBLICANOS,camara
NA,NA,2265505-38,Não,P,PCdoB,camara
NA,NA,2265505-38,Não,NA,SOLIDARIEDADE,camara
NA,NA,2265505-38,Não,P,PT,camara
NA,NA,2265505-38,Não,NA,Governo,camara
NA,NA,2265505-38,Não,P,PSB,camara
NA,NA,2265505-38,Não,P,PSD,camara
NA,NA,2265505-38,Não,P,PSL,camara
NA,NA,2265505-38,Não,P,PSDB,camara
NA,NA,2265505-38,Não,P,REDE,camara
NA,NA,2265505-38,Liberado,B,Minoria,camara
NA,NA,2265505-38,Não,P,NOVO,camara
NA,NA,2265505-38,Não,P,PDT,camara
NA,NA,2265505-38,Sim,P,PSOL,camara
NA,NA,2265505-38,Não,P,MDB,camara
NA,NA,2265505-38,Não,P,DEM,camara
NA,NA,2265505-38,Não,P,PL,camara
NA,NA,2265505-38,Não,P,PP,camara
NA,NA,2249891-100,Sim,P,MDB,camara
NA,NA,2249891-100,Sim,P,PCdoB,camara
NA,NA,2249891-100,Sim,P,CIDADANIA,camara
NA,NA,2249891-100,Sim,B,Minoria,camara
NA,NA,2249891-100,Sim,P,PT,camara
NA,NA,2249891-100,Sim,P,PTB,camara
NA,NA,2249891-100,Sim,NA,Governo,camara
NA,NA,2249891-100,Sim,P,AVANTE,camara
NA,NA,2249891-100,Sim,P,PSOL,camara
NA,NA,2249891-100,Sim,P,PP,camara
NA,NA,2249891-100,Sim,NA,REPUBLICANOS,camara
NA,NA,2249891-100,Sim,P,PSD,camara
NA,NA,2249891-100,Sim,P,PDT,camara
NA,NA,2249891-100,Sim,P,DEM,camara
NA,NA,2249891-100,Sim,P,PL,camara
NA,NA,2249891-100,Sim,P,PSB,camara
NA,NA,2249891-100,Sim,P,PSDB,camara
NA,NA,2249891-100,Sim,P,PV,camara
NA,NA,2249891-100,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2249891-100,Sim,P,PODE,camara
NA,NA,2249891-100,Sim,P,PSC,camara
NA,NA,2249891-100,Sim,P,PSL,camara
NA,NA,2249891-100,Não,P,NOVO,camara
NA,NA,2249891-100,Sim,P,PROS,camara
NA,NA,2249891-100,Sim,P,PATRIOTA,camara
NA,NA,2249891-98,Não,P,PSB,camara
NA,NA,2249891-98,Não,P,PSOL,camara
NA,NA,2249891-98,Sim,P,PDT,camara
NA,NA,2249891-98,Sim,P,NOVO,camara
NA,NA,2249891-98,Sim,NA,REPUBLICANOS,camara
NA,NA,2249891-98,Sim,P,CIDADANIA,camara
NA,NA,2249891-98,Sim,P,PTB,camara
NA,NA,2249891-98,Sim,P,PATRIOTA,camara
NA,NA,2249891-98,Liberado,B,Minoria,camara
NA,NA,2249891-98,Sim,P,MDB,camara
NA,NA,2249891-98,Sim,P,PROS,camara
NA,NA,2249891-98,Sim,P,PV,camara
NA,NA,2249891-98,Sim,P,PSL,camara
NA,NA,2249891-98,Sim,P,PP,camara
NA,NA,2249891-98,Não,P,PODE,camara
NA,NA,2249891-98,Sim,P,DEM,camara
NA,NA,2249891-98,Sim,P,PSDB,camara
NA,NA,2249891-98,Não,P,PT,camara
NA,NA,2249891-98,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2249891-98,Sim,P,PL,camara
NA,NA,2249891-98,Sim,P,AVANTE,camara
NA,NA,2249891-98,Sim,P,PSC,camara
NA,NA,2249891-98,Sim,P,PSD,camara
NA,NA,2249891-98,Sim,NA,Governo,camara
NA,NA,2249891-95,Sim,P,DEM,camara
NA,NA,2249891-95,Liberado,B,Minoria,camara
NA,NA,2249891-95,Não,P,PT,camara
NA,NA,2249891-95,Sim,P,PP,camara
NA,NA,2249891-95,Sim,P,PSD,camara
NA,NA,2249891-95,Sim,P,AVANTE,camara
NA,NA,2249891-95,Sim,P,PATRIOTA,camara
NA,NA,2249891-95,Sim,P,PODE,camara
NA,NA,2249891-95,Não,P,CIDADANIA,camara
NA,NA,2249891-95,Sim,P,MDB,camara
NA,NA,2249891-95,Sim,P,PSDB,camara
NA,NA,2249891-95,Não,P,REDE,camara
NA,NA,2249891-95,Sim,P,PL,camara
NA,NA,2249891-95,Sim,P,PV,camara
NA,NA,2249891-95,Sim,P,PROS,camara
NA,NA,2249891-95,Sim,P,PSC,camara
NA,NA,2249891-95,Não,P,PCdoB,camara
NA,NA,2249891-95,Sim,P,PDT,camara
NA,NA,2249891-95,Sim,P,NOVO,camara
NA,NA,2249891-95,Sim,NA,Governo,camara
NA,NA,2249891-95,Sim,NA,REPUBLICANOS,camara
NA,NA,2249891-95,Não,P,PSOL,camara
NA,NA,2249891-95,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2249891-95,Não,P,PSB,camara
NA,NA,2249891-95,Sim,P,PTB,camara
NA,NA,2249891-95,Sim,P,PSL,camara
NA,NA,2249891-85,Sim,P,PV,camara
NA,NA,2249891-85,Sim,P,PSL,camara
NA,NA,2249891-85,Sim,P,NOVO,camara
NA,NA,2249891-85,Sim,NA,Governo,camara
NA,NA,2249891-85,Sim,P,PTB,camara
NA,NA,2249891-85,Sim,NA,REPUBLICANOS,camara
NA,NA,2249891-85,Sim,P,MDB,camara
NA,NA,2249891-85,Sim,P,CIDADANIA,camara
NA,NA,2249891-85,Sim,P,PATRIOTA,camara
NA,NA,2249891-85,Não,P,REDE,camara
NA,NA,2249891-85,Sim,P,PDT,camara
NA,NA,2249891-85,Sim,P,PSC,camara
NA,NA,2249891-85,Sim,P,PSDB,camara
NA,NA,2249891-85,Não,P,PT,camara
NA,NA,2249891-85,Não,P,PSOL,camara
NA,NA,2249891-85,Não,P,PSB,camara
NA,NA,2249891-85,Sim,P,PROS,camara
NA,NA,2249891-85,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2249891-85,Sim,P,PODE,camara
NA,NA,2249891-85,Sim,P,PL,camara
NA,NA,2249891-85,Sim,P,DEM,camara
NA,NA,2249891-85,Sim,P,PSD,camara
NA,NA,2249891-85,Liberado,B,Minoria,camara
NA,NA,2249891-85,Sim,P,AVANTE,camara
NA,NA,2249891-85,Sim,P,PP,camara
NA,NA,2249891-78,Sim,P,PL,camara
NA,NA,2249891-78,Sim,P,PV,camara
NA,NA,2249891-78,Sim,P,PATRIOTA,camara
NA,NA,2249891-78,Sim,NA,REPUBLICANOS,camara
NA,NA,2249891-78,Sim,P,PSL,camara
NA,NA,2249891-78,Sim,P,PODE,camara
NA,NA,2249891-78,Sim,P,PP,camara
NA,NA,2249891-78,Sim,P,PSDB,camara
NA,NA,2249891-78,Sim,P,PSC,camara
NA,NA,2249891-78,Não,P,PT,camara
NA,NA,2249891-78,Não,P,PSB,camara
NA,NA,2249891-78,Liberado,B,Minoria,camara
NA,NA,2249891-78,Sim,P,DEM,camara
NA,NA,2249891-78,Não,P,PSOL,camara
NA,NA,2249891-78,Sim,P,AVANTE,camara
NA,NA,2249891-78,Sim,P,PTB,camara
NA,NA,2249891-78,Sim,NA,Governo,camara
NA,NA,2249891-78,Sim,P,NOVO,camara
NA,NA,2249891-78,Sim,P,REDE,camara
NA,NA,2249891-78,Sim,P,MDB,camara
NA,NA,2249891-78,Sim,P,PSD,camara
NA,NA,2249891-78,Não,P,CIDADANIA,camara
NA,NA,2249891-78,Sim,P,PROS,camara
NA,NA,2249891-78,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2249891-73,Não,P,PATRIOTA,camara
NA,NA,2249891-73,Não,P,PSD,camara
NA,NA,2249891-73,Não,P,PV,camara
NA,NA,2249891-73,Não,P,PTB,camara
NA,NA,2249891-73,Não,P,AVANTE,camara
NA,NA,2249891-73,Sim,P,PSOL,camara
NA,NA,2249891-73,Não,P,PROS,camara
NA,NA,2249891-73,Não,P,PDT,camara
NA,NA,2249891-73,Não,P,MDB,camara
NA,NA,2249891-73,Não,P,PL,camara
NA,NA,2249891-73,Não,NA,SOLIDARIEDADE,camara
NA,NA,2249891-73,Não,P,PSDB,camara
NA,NA,2249891-73,Não,P,PT,camara
NA,NA,2249891-73,Não,P,CIDADANIA,camara
NA,NA,2249891-73,Não,P,PSB,camara
NA,NA,2249891-73,Não,NA,Governo,camara
NA,NA,2249891-73,Não,P,PODE,camara
NA,NA,2249891-73,Não,NA,REPUBLICANOS,camara
NA,NA,2249891-73,Não,P,PSL,camara
NA,NA,2249891-73,Não,P,PP,camara
NA,NA,2249891-73,Não,P,PSC,camara
NA,NA,2249891-73,Liberado,B,Minoria,camara
NA,NA,2249891-73,Não,P,DEM,camara
NA,NA,2249891-64,Sim,P,REDE,camara
NA,NA,2249891-64,Não,P,PL,camara
NA,NA,2249891-64,Não,P,DEM,camara
NA,NA,2249891-64,Sim,P,PSOL,camara
NA,NA,2249891-64,Não,NA,Governo,camara
NA,NA,2249891-64,Não,P,PROS,camara
NA,NA,2249891-64,Não,NA,REPUBLICANOS,camara
NA,NA,2249891-64,Não,P,PDT,camara
NA,NA,2249891-64,Não,NA,SOLIDARIEDADE,camara
NA,NA,2249891-64,Não,P,PP,camara
NA,NA,2249891-64,Não,P,PSL,camara
NA,NA,2249891-64,Liberado,B,Minoria,camara
NA,NA,2249891-64,Não,P,AVANTE,camara
NA,NA,2249891-64,Não,P,PSC,camara
NA,NA,2249891-64,Não,P,PTB,camara
NA,NA,2249891-64,Não,P,PSD,camara
NA,NA,2249891-64,Não,P,PV,camara
NA,NA,2249891-64,Não,P,MDB,camara
NA,NA,2249891-64,Não,P,PODE,camara
NA,NA,2249891-64,Não,P,PSDB,camara
NA,NA,2249891-64,Sim,P,PT,camara
NA,NA,2249891-64,Não,P,CIDADANIA,camara
NA,NA,2249891-64,Não,P,PATRIOTA,camara
NA,NA,2249891-64,Sim,P,PSB,camara
NA,NA,2249891-64,Não,P,NOVO,camara
NA,NA,2249891-60,Não,P,PSC,camara
NA,NA,2249891-60,Não,P,PV,camara
NA,NA,2249891-60,Não,NA,Governo,camara
NA,NA,2249891-60,Não,P,PL,camara
NA,NA,2249891-60,Não,P,PDT,camara
NA,NA,2249891-60,Sim,P,PSB,camara
NA,NA,2249891-60,Sim,P,PSOL,camara
NA,NA,2249891-60,Não,P,PTB,camara
NA,NA,2249891-60,Não,P,MDB,camara
NA,NA,2249891-60,Não,P,PODE,camara
NA,NA,2249891-60,Não,P,PSL,camara
NA,NA,2249891-60,Sim,P,PT,camara
NA,NA,2249891-60,Não,NA,SOLIDARIEDADE,camara
NA,NA,2249891-60,Não,NA,REPUBLICANOS,camara
NA,NA,2249891-60,Não,P,PATRIOTA,camara
NA,NA,2249891-60,Não,P,AVANTE,camara
NA,NA,2249891-60,Não,P,PROS,camara
NA,NA,2249891-60,Não,P,NOVO,camara
NA,NA,2249891-60,Não,P,PP,camara
NA,NA,2249891-60,Não,P,CIDADANIA,camara
NA,NA,2249891-60,Não,P,PSD,camara
NA,NA,2249891-60,Não,P,DEM,camara
NA,NA,2249891-60,Não,P,PSDB,camara
NA,NA,2249891-58,Não,P,MDB,camara
NA,NA,2249891-58,Não,P,PSD,camara
NA,NA,2249891-58,Não,B,Oposição,camara
NA,NA,2249891-58,Não,P,AVANTE,camara
NA,NA,2249891-58,Sim,P,PROS,camara
NA,NA,2249891-58,Não,P,PV,camara
NA,NA,2249891-58,Não,P,PSC,camara
NA,NA,2249891-58,Não,P,PP,camara
NA,NA,2249891-58,Sim,P,PSL,camara
NA,NA,2249891-58,Não,NA,Governo,camara
NA,NA,2249891-58,Não,NA,REPUBLICANOS,camara
NA,NA,2249891-58,Não,P,DEM,camara
NA,NA,2249891-58,Sim,P,PTB,camara
NA,NA,2249891-58,Não,NA,SOLIDARIEDADE,camara
NA,NA,2249891-58,Não,P,PATRIOTA,camara
NA,NA,2249891-58,Não,P,PDT,camara
NA,NA,2249891-58,Não,P,PSB,camara
NA,NA,2249891-58,Não,P,PSOL,camara
NA,NA,2249891-58,Não,P,PODE,camara
NA,NA,2249891-58,Não,P,PSDB,camara
NA,NA,2249891-58,Não,P,PT,camara
NA,NA,2249891-58,Não,P,PL,camara
NA,NA,2249891-58,Sim,P,NOVO,camara
NA,NA,2249891-52,Sim,P,PSB,camara
NA,NA,2249891-52,Liberado,B,Oposição,camara
NA,NA,2249891-52,Liberado,P,PT,camara
NA,NA,2249891-52,Sim,P,PV,camara
NA,NA,2249891-52,Sim,P,PSL,camara
NA,NA,2249891-52,Sim,NA,Governo,camara
NA,NA,2249891-52,Sim,P,PSC,camara
NA,NA,2249891-52,Sim,P,CIDADANIA,camara
NA,NA,2249891-52,Sim,P,PODE,camara
NA,NA,2249891-52,Sim,P,DEM,camara
NA,NA,2249891-52,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2249891-52,Sim,P,PSDB,camara
NA,NA,2249891-52,Sim,P,PTB,camara
NA,NA,2249891-52,Liberado,B,Minoria,camara
NA,NA,2249891-52,Não,P,PSOL,camara
NA,NA,2249891-52,Sim,P,AVANTE,camara
NA,NA,2249891-52,Sim,P,REDE,camara
NA,NA,2249891-52,Sim,P,PDT,camara
NA,NA,2249891-52,Sim,P,PP,camara
NA,NA,2249891-52,Sim,P,PSD,camara
NA,NA,2249891-52,Sim,P,PROS,camara
NA,NA,2249891-52,Sim,P,PL,camara
NA,NA,2249891-52,Não,P,PCdoB,camara
NA,NA,2249891-52,Sim,NA,REPUBLICANOS,camara
NA,NA,2249891-52,Sim,P,NOVO,camara
NA,NA,2249891-47,Não,P,PCdoB,camara
NA,NA,2249891-47,Não,P,NOVO,camara
NA,NA,2249891-47,Não,P,PSDB,camara
NA,NA,2249891-47,Não,P,DEM,camara
NA,NA,2249891-47,Não,P,PL,camara
NA,NA,2249891-47,Não,P,AVANTE,camara
NA,NA,2249891-47,Não,P,PDT,camara
NA,NA,2249891-47,Não,P,PROS,camara
NA,NA,2249891-47,Não,NA,REPUBLICANOS,camara
NA,NA,2249891-47,Não,P,PSB,camara
NA,NA,2249891-47,Liberado,B,Oposição,camara
NA,NA,2249891-47,Não,P,PP,camara
NA,NA,2249891-47,Não,P,REDE,camara
NA,NA,2249891-47,Não,P,PODE,camara
NA,NA,2249891-47,Não,P,PSD,camara
NA,NA,2249891-47,Não,P,PTB,camara
NA,NA,2249891-47,Não,P,PV,camara
NA,NA,2249891-47,Liberado,P,PT,camara
NA,NA,2249891-47,Não,NA,SOLIDARIEDADE,camara
NA,NA,2249891-47,Sim,P,PSOL,camara
NA,NA,2249891-47,Não,P,PSL,camara
NA,NA,2249891-47,Não,NA,Governo,camara
NA,NA,2249891-47,Não,P,CIDADANIA,camara
NA,NA,2249891-47,Liberado,B,Minoria,camara
NA,NA,2249891-32,Não,P,PV,camara
NA,NA,2249891-32,Não,NA,SOLIDARIEDADE,camara
NA,NA,2249891-32,Não,P,NOVO,camara
NA,NA,2249891-32,Não,P,PL,camara
NA,NA,2249891-32,Não,P,PSC,camara
NA,NA,2249891-32,Não,NA,Governo,camara
NA,NA,2249891-32,Não,P,PSDB,camara
NA,NA,2249891-32,Sim,P,PT,camara
NA,NA,2249891-32,Sim,P,PSOL,camara
NA,NA,2249891-32,Não,P,REDE,camara
NA,NA,2249891-32,Não,P,PSL,camara
NA,NA,2249891-32,Não,P,PP,camara
NA,NA,2249891-32,Não,P,CIDADANIA,camara
NA,NA,2249891-32,Não,P,PSB,camara
NA,NA,2249891-32,Liberado,B,Minoria,camara
NA,NA,2249891-32,Sim,P,PCdoB,camara
NA,NA,2249891-32,Não,P,PDT,camara
NA,NA,2249891-32,Não,P,PODE,camara
NA,NA,2249891-32,Não,NA,REPUBLICANOS,camara
NA,NA,2249891-32,Não,P,PTB,camara
NA,NA,2249891-32,Não,P,DEM,camara
NA,NA,2249891-32,Não,P,PROS,camara
NA,NA,2249891-32,Não,P,PSD,camara
NA,NA,2233718-10,Não,P,PSOL,camara
NA,NA,2233718-10,Sim,P,PDT,camara
NA,NA,2233718-10,Sim,P,MDB,camara
NA,NA,2233718-10,Liberado,B,Oposição,camara
NA,NA,2233718-10,Não,NA,REPUBLICANOS,camara
NA,NA,2233718-10,Sim,P,DEM,camara
NA,NA,2233718-10,Sim,P,PSB,camara
NA,NA,2233718-10,Sim,P,PSL,camara
NA,NA,2233718-10,Sim,P,PSDB,camara
NA,NA,2233718-10,Não,P,PT,camara
NA,NA,2233718-10,Sim,P,CIDADANIA,camara
NA,NA,2233718-10,Sim,P,NOVO,camara
NA,NA,2233718-10,Sim,NA,Governo,camara
NA,NA,2233718-10,Sim,P,PL,camara
NA,NA,2233718-10,Sim,P,PCdoB,camara
NA,NA,2266321-8,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2266321-8,Sim,P,CIDADANIA,camara
NA,NA,2266321-8,Não,P,PCdoB,camara
NA,NA,2266321-8,Sim,P,PV,camara
NA,NA,2266321-8,Sim,P,PROS,camara
NA,NA,2266321-8,Sim,P,PL,camara
NA,NA,2266321-8,Não,P,PDT,camara
NA,NA,2266321-8,Não,B,Minoria,camara
NA,NA,2266321-8,Sim,P,NOVO,camara
NA,NA,2266321-8,Não,P,REDE,camara
NA,NA,2266321-8,Sim,P,PP,camara
NA,NA,2266321-8,Sim,P,PTB,camara
NA,NA,2266321-8,Não,P,PT,camara
NA,NA,2266321-8,Sim,P,PODE,camara
NA,NA,2266321-8,Sim,NA,REPUBLICANOS,camara
NA,NA,2266321-8,Não,P,PSB,camara
NA,NA,2266321-8,Sim,NA,Governo,camara
NA,NA,2266321-8,Sim,P,DEM,camara
NA,NA,2266321-8,Sim,P,PSL,camara
NA,NA,2266321-8,Não,P,PSOL,camara
NA,NA,2261939-113,Não,P,PSDB,camara
NA,NA,2261939-113,Não,P,PL,camara
NA,NA,2261939-113,Não,P,CIDADANIA,camara
NA,NA,2261939-113,Não,P,PP,camara
NA,NA,2261939-113,Sim,P,PDT,camara
NA,NA,2261939-113,Não,NA,REPUBLICANOS,camara
NA,NA,2261939-113,Não,P,PSL,camara
NA,NA,2261939-113,Sim,P,PCdoB,camara
NA,NA,2261939-113,Não,P,PSC,camara
NA,NA,2261939-113,Não,P,PODE,camara
NA,NA,2261939-113,Não,P,DEM,camara
NA,NA,2261939-113,Não,P,AVANTE,camara
NA,NA,2261939-113,Sim,P,PSOL,camara
NA,NA,2261939-113,Sim,P,REDE,camara
NA,NA,2261939-113,Sim,B,Minoria,camara
NA,NA,2261939-113,Sim,P,PSB,camara
NA,NA,2261939-113,Não,P,PTB,camara
NA,NA,2261939-113,Não,P,NOVO,camara
NA,NA,2261939-113,Sim,B,Oposição,camara
NA,NA,2261939-113,Sim,P,PT,camara
NA,NA,2261939-113,Não,NA,Governo,camara
NA,NA,2261939-113,Não,P,PROS,camara
NA,NA,2261939-113,Não,P,MDB,camara
NA,NA,2261939-110,Liberado,NA,Governo,camara
NA,NA,2261939-110,Sim,NA,REPUBLICANOS,camara
NA,NA,2261939-110,Sim,P,AVANTE,camara
NA,NA,2261939-110,Sim,P,PODE,camara
NA,NA,2261939-110,Sim,P,PSL,camara
NA,NA,2261939-110,Sim,P,CIDADANIA,camara
NA,NA,2261939-110,Sim,P,PSB,camara
NA,NA,2261939-110,Sim,P,NOVO,camara
NA,NA,2261939-110,Sim,P,REDE,camara
NA,NA,2261939-110,Sim,P,PCdoB,camara
NA,NA,2261939-110,Sim,P,PP,camara
NA,NA,2261939-110,Sim,P,PDT,camara
NA,NA,2261939-110,Sim,P,DEM,camara
NA,NA,2261939-110,Sim,P,MDB,camara
NA,NA,2261939-110,Sim,P,PT,camara
NA,NA,2261939-110,Sim,P,PSDB,camara
NA,NA,2261939-110,Sim,P,PSD,camara
NA,NA,2261939-110,Não,P,PSOL,camara
NA,NA,2261939-110,Liberado,B,Minoria,camara
NA,NA,2261939-110,Sim,P,PL,camara
NA,NA,2261939-110,Liberado,B,Oposição,camara
NA,NA,2261939-107,Sim,P,PSB,camara
NA,NA,2261939-107,Não,P,PL,camara
NA,NA,2261939-107,Sim,P,REDE,camara
NA,NA,2261939-107,Não,P,AVANTE,camara
NA,NA,2261939-107,Sim,P,PCdoB,camara
NA,NA,2261939-107,Não,P,PSDB,camara
NA,NA,2261939-107,Não,P,PSD,camara
NA,NA,2261939-107,Não,NA,REPUBLICANOS,camara
NA,NA,2261939-107,Sim,P,PDT,camara
NA,NA,2261939-107,Sim,B,Oposição,camara
NA,NA,2261939-107,Sim,P,PSOL,camara
NA,NA,2261939-107,Não,NA,SOLIDARIEDADE,camara
NA,NA,2261939-107,Não,P,MDB,camara
NA,NA,2261939-107,Não,P,PP,camara
NA,NA,2261939-107,Sim,B,Minoria,camara
NA,NA,2261939-107,Não,P,PODE,camara
NA,NA,2261939-107,Sim,P,PT,camara
NA,NA,2261939-107,Não,P,CIDADANIA,camara
NA,NA,2261939-107,Não,P,NOVO,camara
NA,NA,2261939-99,Não,P,PSL,camara
NA,NA,2261939-99,Não,P,DEM,camara
NA,NA,2261939-99,Obstrução,P,PATRIOTA,camara
NA,NA,2261939-99,Sim,P,PSOL,camara
NA,NA,2261939-99,Sim,P,PSB,camara
NA,NA,2261939-99,Não,NA,Governo,camara
NA,NA,2261939-99,Não,P,PSDB,camara
NA,NA,2261939-99,Não,P,PTB,camara
NA,NA,2261939-99,Sim,P,PCdoB,camara
NA,NA,2261939-99,Não,NA,SOLIDARIEDADE,camara
NA,NA,2261939-99,Não,P,CIDADANIA,camara
NA,NA,2261939-99,Sim,P,REDE,camara
NA,NA,2261939-99,Sim,P,NOVO,camara
NA,NA,2261939-99,Não,NA,REPUBLICANOS,camara
NA,NA,2261939-99,Não,P,PROS,camara
NA,NA,2261939-99,Não,P,PODE,camara
NA,NA,2261939-99,Não,P,PP,camara
NA,NA,2261939-99,Sim,P,PV,camara
NA,NA,2261939-99,Não,P,PL,camara
NA,NA,2261939-99,Não,P,MDB,camara
NA,NA,2261939-99,Liberado,B,Oposição,camara
NA,NA,2261939-99,Não,P,AVANTE,camara
NA,NA,2261939-99,Liberado,B,Minoria,camara
NA,NA,2261939-99,Não,P,PT,camara
NA,NA,2261939-99,Sim,P,PDT,camara
NA,NA,2261939-99,Não,P,PSD,camara
NA,NA,2261939-94,Sim,P,PSL,camara
NA,NA,2261939-94,Sim,P,CIDADANIA,camara
NA,NA,2261939-94,Não,P,PT,camara
NA,NA,2261939-94,Sim,NA,SOLIDARIEDADE,camara
NA,NA,2261939-94,Sim,NA,Governo,camara
NA,NA,2261939-94,Sim,P,PP,camara
NA,NA,2261939-94,Não,P,PDT,camara
NA,NA,2261939-94,Sim,P,PTB,camara
NA,NA,2261939-94,Não,P,NOVO,camara
NA,NA,2261939-94,Sim,P,DEM,camara
NA,NA,2261939-94,Sim,NA,REPUBLICANOS,camara
