label,start,end,group,color
MESA,2017-03-16T00:00:00Z,2017-04-18T15:07:00Z,Local,NA
PLEN,2017-04-18T15:07:00Z,2017-05-04T00:00:00Z,Local,NA
MESA,2017-05-04T00:00:00Z,2017-05-09T11:55:00Z,Local,NA
PLEN,2017-05-09T11:55:00Z,2017-05-19T00:00:00Z,Local,NA
MESA,2017-05-19T00:00:00Z,2017-07-19T00:00:00Z,Local,NA
CCP,2017-07-19T00:00:00Z,2017-08-15T00:00:00Z,Local,NA
PLEN,2017-08-15T00:00:00Z,2017-08-15T19:01:00Z,Local,NA
MESA,2017-08-15T19:01:00Z,2017-08-16T00:00:00Z,Local,NA
CCP,2017-08-16T00:00:00Z,2017-08-22T00:00:00Z,Local,NA
CTASP,2017-08-22T00:00:00Z,2017-08-23T08:59:00Z,Local,NA
CCP,2017-08-23T08:59:00Z,2017-08-29T00:00:00Z,Local,NA
CCP,2017-08-29T00:00:00Z,2017-08-29T17:06:00Z,Local,NA
PL672616,2017-08-29T17:06:00Z,2017-08-29T18:59:00Z,Local,NA
CCP,2017-08-29T18:59:00Z,2017-09-12T00:00:00Z,Local,NA
PL672616,2017-09-12T00:00:00Z,2017-09-14T11:29:00Z,Local,NA
PLEN,2017-09-14T11:29:00Z,2017-09-14T11:49:00Z,Local,NA
PL672616,2017-09-14T11:49:00Z,2017-10-04T10:07:00Z,Local,NA
PLEN,2017-10-04T10:07:00Z,2017-10-04T14:35:00Z,Local,NA
PL672616,2017-10-04T14:35:00Z,2017-10-26T00:00:00Z,Local,NA
PL672616,2017-10-26T00:00:00Z,2017-10-26T16:53:00Z,Local,NA
MESA,2017-10-26T16:53:00Z,2017-10-31T13:55:00Z,Local,NA
PLEN,2017-10-31T13:55:00Z,2017-11-06T16:17:00Z,Local,NA
PL672616,2017-11-06T16:17:00Z,2018-06-07T00:00:00Z,Local,NA
