prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao
2056568,camara,2016-09-22T14:40:00Z,29,"Parecer do Relator, Dep. Roberto Balestra (PP-GO), pela aprovação, com substitutivo.",CMADS,322,NA
2056568,camara,2016-09-23T00:00:00Z,30,Prazo para Emendas ao Substitutivo (5 sessões a partir de 26/09/2016),CMADS,350,NA
2056568,camara,2016-10-10T00:00:00Z,31,Encerrado o prazo para emendas ao substitutivo.  Não foram apresentadas emendas ao substitutivo.,CMADS,600,NA
2056568,camara,2016-10-18T10:00:00Z,32,Não Deliberado,CMADS,1008,NA
2056568,camara,2016-10-25T10:00:00Z,33,Aprovado o Parecer contra o voto do Deputado Augusto Carvalho em processo de verificação de votação. O Deputado Daniel Coelho orientou pela obstrução. O Deputado Nilto Tatto apresentou voto em separado.,CMADS,240,NA
2056568,camara,2016-11-11T17:37:00Z,34,Encaminhado à(ao) CFT através da guia de Remessa (GR/CMADS) nº 108/2016.,CMADS,180,NA
2056568,camara,2016-11-11T17:37:00Z,35,Encaminhamento de Parecer à CCP para publicação.,CMADS,604,NA
2056568,camara,2016-11-11T17:44:00Z,36,Recebimento pela CFT.,CFT,500,Aguardando Parecer
2056568,camara,2016-11-11T17:48:00Z,37,Parecer recebido para publicação.,CCP,604,NA
2056568,camara,2016-11-16T00:00:00Z,38,"Encaminhada à publicação. Parecer da Comissão de Meio Ambiente e Desenvolvimento Sustentável Publicado em avulso e no DCD de 17/11/16 PÁG 218 COL 01, Letra A.",CCP,604,NA
2056568,camara,2016-11-23T00:00:00Z,39,"Designado Relator, Dep. Alfredo Kaefer (PSL-PR)",CFT,320,Aguardando Parecer
2056568,camara,2016-11-24T00:00:00Z,40,Prazo para Emendas ao Projeto (5 sessões a partir de 25/11/2016),CFT,350,Aguardando Parecer
2056568,camara,2016-12-07T00:00:00Z,41,Encerrado o prazo para emendas ao projeto. Não foram apresentadas emendas.,CFT,600,Aguardando Parecer
2056568,camara,2017-08-03T13:52:00Z,42,"Apresentação do Parecer do Relator n. 1 CFT, pelo Deputado Alfredo Kaefer (PSL-PR).",CFT,501,Aguardando Parecer
2056568,camara,2017-08-03T13:52:00Z,43,"Parecer do Relator, Dep. Alfredo Kaefer (PSL-PR), pela não implicação da matéria em aumento ou diminuição da receita ou da despesa públicas, não cabendo pronunciamento quanto à adequação financeira e orçamentária do Projeto de Lei 3751/2015 e do Substitutivo da Comissão de Meio Ambiente e Desenvolvimento Sustentável.",CFT,322,Aguardando Parecer
2056568,camara,2017-08-14T00:00:00Z,44,Recebido o Informativo da CONOF.,CFT,1005,Aguardando Parecer
2056568,camara,2017-08-23T10:30:00Z,45,Não deliberado face o encerramento da reunião por falta de quórum,CFT,1008,Aguardando Parecer
2056568,camara,2017-08-30T10:00:00Z,46,Parecer lido pelo Deputado Enio Verri.. ,CFT,1008,Aguardando Parecer
2056568,camara,2017-08-30T10:00:00Z,47,Discutiu a Matéria o Dep. Edmilson Rodrigues (PSOL-PA).,CFT,242,Aguardando Parecer
2056568,camara,2017-08-30T10:00:00Z,48,Vista ao Deputado Edmilson Rodrigues.,CFT,420,Aguardando Parecer
2056568,camara,2017-09-04T20:27:00Z,49,Prazo de Vista Encerrado,CFT,600,Aguardando Parecer
2056568,camara,2017-09-05T09:27:00Z,50,"Apresentação do Voto em Separado n. 1 CFT, pelo Deputado Edmilson Rodrigues (PSOL-PA).",CFT,431,Aguardando Parecer
2056568,camara,2017-09-05T09:27:00Z,51,"Apresentação do Voto em Separado n. 2 CFT, pelo Deputado Edmilson Rodrigues (PSOL-PA).",CFT,431,Aguardando Parecer
2056568,camara,2017-09-05T10:00:00Z,52,Não deliberado face o inicío da Ordem do Dia do Plenário.,CFT,1008,Aguardando Parecer
2056568,camara,2017-09-13T10:30:00Z,53,Não deliberado face o encerramento da reunião por acordo dos Srs. Líderes.,CFT,1008,Aguardando Parecer
2056568,camara,2017-09-20T10:00:00Z,54,Não deliberado face o encerramento da reunião por acordo dos Srs. Líderes.,CFT,1008,Aguardando Parecer
2056568,camara,2017-09-27T10:00:00Z,55,Não deliberado face o inicío da Ordem do Dia do Plenário.,CFT,1008,Aguardando Parecer
2056568,camara,2017-09-28T09:40:00Z,56,"Apresentação do Parecer do Relator, PRL 2 CFT, pelo Dep. Alfredo Kaefer",CFT,501,Aguardando Parecer
2056568,camara,2017-09-28T09:40:00Z,57,"Parecer do Relator, Dep. Alfredo Kaefer (PSL-PR), pela compatibilidade e adequação financeira e orçamentária do Projeto, na forma do Substitutivo adotado pela  Comissão de Meio Ambiente e de Desenvolvimento Sustentável, com subemendas.",CFT,322,Aguardando Parecer
2056568,camara,2017-10-04T09:30:00Z,58,Não deliberado face o encerramento da reunião por acordo dos Srs. Líderes.,CFT,1008,Aguardando Parecer
2056568,camara,2017-10-05T00:00:00Z,59,Recebido o Informativo da CONOF.,CFT,1005,Aguardando Parecer
2056568,camara,2017-10-18T10:30:00Z,60,Não deliberado face o encerramento da reunião por acordo dos Srs. Líderes.,CFT,1008,Aguardando Parecer
2056568,camara,2017-10-31T10:00:00Z,61,Não deliberado face o encerramento da reunião por falta de quórum.,CFT,1008,Aguardando Parecer
2056568,camara,2017-11-08T10:00:00Z,62,Não deliberado face o encerramento da reunião por acordo dos Srs. Líderes.,CFT,1008,Aguardando Parecer
2056568,camara,2017-11-22T10:00:00Z,63,Retirado de pauta em virtude da ausência do Relator.,CFT,250,Aguardando Parecer
2056568,camara,2017-11-29T10:00:00Z,64,Não deliberado face o encerramento da reunião por acordo dos Srs. Líderes.,CFT,1008,Aguardando Parecer
2056568,camara,2017-12-06T10:00:00Z,65,Retirado de pauta em virtude da ausência do relator.,CFT,250,Aguardando Parecer
2056568,camara,2017-12-12T00:00:00Z,66,Correspondência recebida da PGR.,CFT,1005,Aguardando Parecer
2056568,camara,2017-12-13T10:00:00Z,67,Não deliberado face o início da Ordem do Dia do Congresso Nacional. ,CFT,1008,Aguardando Parecer
2056568,camara,2018-04-11T10:00:00Z,69,Retirado de pauta em virtude da ausência do Relator.,CFT,250,Aguardando Parecer
2056568,camara,2018-04-18T10:00:00Z,71,Retirado de pauta em virtude da ausência do Relator.,CFT,250,Aguardando Parecer
2056568,camara,2018-04-25T10:00:00Z,71,Retirado de pauta em virtude da ausência do Relator.,CFT,250,Aguardando Parecer
2056568,camara,2018-05-09T10:00:00Z,72,Retirado de pauta em virtude da ausência do Relator.,CFT,250,Aguardando Parecer
2056568,camara,2018-05-16T10:00:00Z,73,Retirado de pauta em virtude da aprovação de requerimento dos Deputados Alessandro Molon e Enio Verri.,CFT,250,Aguardando Parecer
2056568,camara,2018-05-23T10:00:00Z,74,Retirado de pauta em virtude da ausência do Relator.,CFT,250,Aguardando Parecer
2056568,camara,2018-06-06T10:00:00Z,75,Não deliberado face o encerramento da reunião por acordo dos Srs. Líderes.,CFT,221,Aguardando Parecer
2056568,camara,2018-06-13T10:00:00Z,76,"Retirado de pauta em virtude da aprovação de requerimento dos Deputados Alessandro Molon, Fausto Pinato e Esperdidião Amin.",CFT,250,Aguardando Parecer
2056568,camara,2018-06-13T10:45:00Z,77,"Designado Relator, Dep. Alessandro Molon (PSB-RJ)",CFT,320,Aguardando Parecer
