indicador_votacao_secreta,descricao_votacao,descricao_resultado,codigo_sessao,sigla_casa_sessao,nome_casa_sessao,codigo_sessao_legislativa,sigla_tipo_sessao,numero_sessao,data_sessao,hora_inicio_sessao,codigo_tramitacao,numero_autuacao,data_tramitacao,numero_ordem_tramitacao,texto_tramitacao,indicador_recebimento,data_recebimento,origem_tramitacao_local_codigo_local,origem_tramitacao_local_tipo_local,origem_tramitacao_local_sigla_casa_local,origem_tramitacao_local_nome_casa_local,origem_tramitacao_local_sigla_local,origem_tramitacao_local_nome_local,destino_tramitacao_local_codigo_local,destino_tramitacao_local_tipo_local,destino_tramitacao_local_sigla_casa_local,destino_tramitacao_local_nome_casa_local,destino_tramitacao_local_sigla_local,destino_tramitacao_local_nome_local,situacao_codigo_situacao,situacao_sigla_situacao,situacao_descricao_situacao,descricao_voto,codigo_parlamentar,nome_parlamentar,nome_completo_parlamentar,sexo_parlamentar,forma_tratamento,url_foto_parlamentar,url_pagina_parlamentar,email_parlamentar,sigla_partido_parlamentar,uf_parlamentar,codigo_materia,sigla_casa_identificacao_materia,nome_casa_identificacao_materia,sigla_subtipo_materia,descricao_subtipo_materia,numero_materia,ano_materia,indicador_tramitando
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,Sim,5236,Reguffe,José Antônio Machado Reguffe,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5236.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5236,reguffe@senador.leg.br,S/Partido,DF,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,Sim,677,Roberto Rocha,Roberto Coelho Rocha,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador677.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/677,robertorocha@senador.leg.br,PSB,MA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,Sim,5322,Romário,Romario de Souza Faria,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5322.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5322,romario@senador.leg.br,PSB,RJ,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,P-NRV,456,Ronaldo Caiado,Ronaldo Ramos Caiado,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador456.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/456,ronaldo.caiado@senador.leg.br,DEM,GO,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,LS ,2331,Rose de Freitas,Rosilda de Freitas,Feminino,Senadora ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2331.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/2331,rose.freitas@senadora.leg.br,MDB,ES,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,Sim,5527,Simone Tebet,Simone Nassar Tebet,Feminino,Senadora ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5527.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5527,simone.tebet@senadora.leg.br,MDB,MS,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,Sim,5535,Telmário Mota,Telmário Mota de Oliveira,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5535,telmariomota@senador.leg.br,PDT,RR,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,Sim,1173,Wellington Fagundes,Wellington Antonio Fagundes,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1173.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1173,wellington.fagundes@senador.leg.br,PR,MT,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,Sim,945,Alvaro Dias,Alvaro Fernandes Dias,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/945,alvarodias@senador.leg.br,PV,PR,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,LS ,3,Antonio Carlos Valadares,Antonio Carlos Valadares,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3,antoniocarlosvaladares@senador.leg.br,PSB,SE,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,Sim,16,Edison Lobão,Edison Lobão,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador16.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/16,edison.lobao@senador.leg.br,MDB,MA,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,Sim,391,Aécio Neves,Aécio Neves da Cunha,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador391.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/391,aecio.neves@senador.leg.br,PSDB,MG,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,Sim,846,Aloysio Nunes Ferreira,Aloysio Nunes Ferreira Filho,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador846.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/846,aloysionunes.ferreira@senador.leg.br,PSDB,SP,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
Não,"Votação nominal, em primeiro turno, do Substitutivo ao PLS 229/2009.",Não Informado,22566,SF,Senado Federal,853,DOR,89,2016-06-07,14:00:00,2344908,1,2016-06-07,2,"Aprovado o Substitutivo - Emenda nº 3-CAE, com novas emendas apresentadas no turno suplementar.
      À Câmara dos Deputados.
      *** DETALHAMENTO DA AÇÃO LEGISLATIVA ***
      Discussão encerrada.
      Aprovada a Emenda nº 3-CAE – Substitutivo, com o seguinte resultado: Sim 64, Abst. 2, Presidente 1, Total 67.
      Ficam prejudicados o projeto e as Emendas nºs 1 e 2-CCJ.
      Encaminhado à publicação o Parecer nº 534, de 2016-CDIR, apresentando a redação do vencido para o turno suplementar.
      Encaminhadas à publicação as Emendas nºs 4, 5, 6, 7, 8 e 9-PLEN, todas de autoria do Senador Aloysio Nunes Ferreira.
      Proferido pelo Senado Ricardo Ferraço o Parecer nº 535, de 2016-PLEN, favorável às Emendas nº 4 a 9-PLEN.
      Discussão encerrada, em turno suplementar.
      Aprovados, em globo, em turno suplementar, o Substitutivo (Emenda nº 3-PLEN) e as Emendas nº 4 a 9-PLEN, com o seguinte resultado: Sim 52, Abst. 2, Presidente 1, Total 55.
      Aprovada a redação final da matéria. (Parecer nº 536, de 2016-CDIR – Publicada em Suplemento ao DSF nº 80, de 08/06/2016)
      À Câmara dos Deputados.",S,2016-06-16,1998,C,SF,Senado Federal,PLEN,Plenário do Senado Federal,440,A,SF,Senado Federal,SEXPE,Secretaria de Expediente,113,APRVSUB,APROVADO O SUBSTITUTIVO,Sim,4988,Ana Amélia,Ana Amélia de Lemos,Feminino,Senadora ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4988.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4988,ana.amelia@senadora.leg.br,PP,RS,91341,SF,Senado Federal,PLS,PROJETO DE LEI DO SENADO,00229,2009,Não
