id_leggo,id_autor,nome,partido,uf,bancada,nome_eleitoral,node_size
14,74041,Luiz Couto,PT,PB,oposição,Luiz Couto (PT/PB),92.3076923076923
14,74160,Patrus Ananias,PT,MG,oposição,Patrus Ananias (PT/MG),92.3076923076923
14,74161,Reginaldo Lopes,PT,MG,oposição,Reginaldo Lopes (PT/MG),179.80769230769232
14,74275,José Mentor,PT,SP,oposição,José Mentor (PT/SP),179.80769230769232
14,74283,Vicentinho,PT,SP,oposição,Vicentinho (PT/SP),92.3076923076923
14,74371,Rubens Otoni,PT,GO,oposição,Rubens Otoni (PT/GO),87.5
14,74398,Maria Do Rosário,PT,RS,oposição,Maria Do Rosário (PT/RS),704.8076923076923
14,74585,Lincoln Portela,PL,MG,governo,Lincoln Portela (PL/MG),75
14,74688,Luiz Sérgio,PT,RJ,oposição,Luiz Sérgio (PT/RJ),700
14,178973,Ana Perugini,PT,SP,oposição,Ana Perugini (PT/SP),92.3076923076923
14,178890,Adelmo Carneiro Leão,PT,MG,oposição,Adelmo Carneiro Leão (PT/MG),612.5
14,141383,Antonio Bulhões,PRB,SP,governo,Antonio Bulhões (PRB/SP),75
14,134812,Edmilson Rodrigues,PSOL,PA,oposição,Edmilson Rodrigues (PSOL/PA),300
15,3741,Senador Paulo Bauer,PSDB,SC,governo,Senador Paulo Bauer (PSDB/SC),87.5
15,456,Senador Ronaldo Caiado,DEM,GO,governo,Senador Ronaldo Caiado (DEM/GO),87.5
15,4763,Senador Vicentinho Alves,PR,TO,governo,Senador Vicentinho Alves (PR/TO),87.5
15,4767,Senador Eduardo Lopes,PRB,RJ,governo,Senador Eduardo Lopes (PRB/RJ),87.5
15,715,Senador Armando Monteiro,PTB,PE,governo,Senador Armando Monteiro (PTB/PE),87.5
15,73,Senador Romero Jucá,MDB,RR,governo,Senador Romero Jucá (MDB/RR),87.5
15,739,Senador Ciro Nogueira,PP,PI,governo,Senador Ciro Nogueira (PP/PI),87.5
15,5527,Senadora Simone Tebet,PMDB,MS,governo,Senadora Simone Tebet (PMDB/MS),87.5
18,141335,Beto Faro,PT,PA,oposição,Beto Faro (PT/PA),85.7142857142857
18,141405,Celso Maldaner,MDB,SC,governo,Celso Maldaner (MDB/SC),90
18,141423,Eliene Lima,PSD,MT,governo,Eliene Lima (PSD/MT),90
18,160508,Afonso Florence,PT,BA,oposição,Afonso Florence (PT/BA),85.71428571428571
18,160535,Marcon,PT,RS,oposição,Marcon (PT/RS),85.71428571428571
18,160544,Junji Abe,MDB,SP,governo,Junji Abe (MDB/SP),90
18,160610,Valmir Assunção,PT,BA,oposição,Valmir Assunção (PT/BA),85.71428571428571
18,160615,Reinaldo Azambuja,PSDB,,governo,Reinaldo Azambuja (PSDB/NA),90
18,160633,Mandetta,DEM,MS,governo,Mandetta (DEM/MS),90
18,160668,Paulo Cesar Quartiero,DEM,,governo,Paulo Cesar Quartiero (DEM/NA),90
18,171617,Paulão,PT,AL,oposição,Paulão (PT/AL),85.7142857142857
18,73483,Luis Carlos Heinze,PP,,governo,Luis Carlos Heinze (PP/NA),90
18,73553,Nelson Marquezelli,PTB,SP,governo,Nelson Marquezelli (PTB/SP),90
18,73568,Celso Jacob,MDB,RJ,governo,Celso Jacob (MDB/RJ),50
18,74010,Valdir Colatto,MDB,SC,governo,Valdir Colatto (MDB/SC),90
18,74160,Patrus Ananias,PT,MG,oposição,Patrus Ananias (PT/MG),85.71428571428571
18,178986,Nilto Tatto,PT,SP,oposição,Nilto Tatto (PT/SP),85.71428571428571
18,166401,Nilson Leitão,PSDB,MT,governo,Nilson Leitão (PSDB/MT),90
18,74585,Lincoln Portela,PL,MG,governo,Lincoln Portela (PL/MG),50
21,3394,Senador João Capiberibe,PSB,AP,oposição,Senador João Capiberibe (PSB/AP),50
21,4990,Senador Jorge Viana,PT,AC,oposição,Senador Jorge Viana (PT/AC),100
21,5012,Senador Randolfe Rodrigues,REDE,AP,oposição,Senador Randolfe Rodrigues (REDE/AP),50
23,74140,José Carlos Araújo,PR,BA,governo,José Carlos Araújo (PR/BA),133.33333333333331
23,74553,José Carlos Aleluia,DEM,BA,governo,José Carlos Aleluia (DEM/BA),133.33333333333331
23,74554,José Rocha,PL,BA,governo,José Rocha (PL/BA),133.33333333333331
24,73673,Pedro Wilson,PT,GO,oposição,Pedro Wilson (PT/GO),66.66666666666666
24,74285,Carlos Abicalil,PT,MT,oposição,Carlos Abicalil (PT/MT),66.66666666666666
24,74856,Laura Carneiro,DEM,RJ,governo,Laura Carneiro (DEM/RJ),50
24,141468,Iran Barbosa,PT,SE,oposição,Iran Barbosa (PT/SE),66.66666666666666
24,164360,Carmen Zanotto,CIDADANIA,SC,governo,Carmen Zanotto (CIDADANIA/SC),50
28,160511,Alessandro Molon,PSB,RJ,oposição,Alessandro Molon (PSB/RJ),99.99999999999999
28,178886,Juscelino Filho,DEM,MA,governo,Juscelino Filho (DEM/MA),50
28,73531,Ivan Valente,PSOL,SP,oposição,Ivan Valente (PSOL/SP),50
28,74039,Sandra Rosado,PSB,RN,oposição,Sandra Rosado (PSB/RN),66.66666666666666
28,74041,Luiz Couto,PT,PB,oposição,Luiz Couto (PT/PB),99.99999999999999
28,160649,Esperidião Amin,PP,SC,governo,Esperidião Amin (PP/SC),66.66666666666666
28,178959,Hiran Gonçalves,PP,RR,governo,Hiran Gonçalves (PP/RR),50
28,74171,Chico Alencar,PSOL,RJ,oposição,Chico Alencar (PSOL/RJ),50
33,141462,Lira Maia,DEM,PA,governo,Lira Maia (DEM/PA),80
33,73933,Zequinha Marinho,PSC,,governo,Zequinha Marinho (PSC/NA),80
33,74077,Giovanni Queiroz,PDT,PA,oposição,Giovanni Queiroz (PDT/PA),80
33,74222,Asdrubal Bentes,PMDB,PA,governo,Asdrubal Bentes (PMDB/PA),80
33,160650,Oziel Oliveira,PDT,BA,oposição,Oziel Oliveira (PDT/BA),80
34,107283,Gleisi Hoffmann,PT,PR,oposição,Gleisi Hoffmann (PT/PR),2343.4174403514025
34,122974,Pedro Lucas Fernandes,PTB,MA,governo,Pedro Lucas Fernandes (PTB/MA),90.9090909090909
34,132504,Enio Verri,PT,,oposição,Enio Verri (PT/NA),883.2983927323548
34,133439,André Figueiredo,PDT,CE,oposição,André Figueiredo (PDT/CE),267.3076923076923
34,133810,Marcelo Moraes,PTB,RS,governo,Marcelo Moraes (PTB/RS),90.90909090909092
34,133968,Paulo Ramos,PDT,RJ,oposição,Paulo Ramos (PDT/RJ),165
34,134812,Edmilson Rodrigues,PSOL,PA,oposição,Edmilson Rodrigues (PSOL/PA),360
